date,open,high,low,close,volume,change_ratio
20160328,56000,57500,56000,57400,131666,2.867383512544803
20160329,57600,58100,56900,57100,112268,-0.5226480836236934
20160330,57400,57500,56000,57500,97488,0.7005253940455342
20160331,57900,59200,57400,58100,196691,1.0434782608695654
20160401,58500,58700,57300,58000,163058,-0.17211703958691912
20160404,59700,68700,59400,66400,1602870,14.482758620689657
20160405,66400,69400,65500,66900,1120708,0.7530120481927711
20160406,68200,69300,67000,69100,549617,3.288490284005979
20160407,69600,69700,66000,66200,468099,-4.196816208393632
20160408,66300,73500,66300,73500,1849342,11.027190332326283
20160411,75900,80500,71300,71900,2765680,-2.1768707482993195
20160412,74000,74600,67300,70300,1650662,-2.2253129346314324
20160414,84500,85400,71200,71500,3287531,1.7069701280227598
20160415,71000,73700,67900,68100,1202037,-4.755244755244755
20160418,69200,70000,66300,67700,835356,-0.5873715124816447
20160419,67300,68300,66600,66600,437693,-1.6248153618906942
20160420,67000,70700,66600,68200,1150409,2.4024024024024024
20160421,68600,69000,67300,68100,420451,-0.1466275659824047
20160422,67500,68600,67100,67300,294131,-1.1747430249632893
20160425,69500,69800,67700,67800,368330,0.7429420505200593
20160426,68200,68300,66000,66200,287451,-2.359882005899705
20160427,66300,66600,64600,65000,276429,-1.812688821752266
20160428,64800,65500,64000,64000,174698,-1.5384615384615385
20160429,64600,66300,64000,66300,301268,3.5937499999999996
20160502,67100,68000,65700,66300,288077,0.0
20160503,66400,66800,65000,65100,157786,-1.809954751131222
20160504,65100,66200,64700,66100,140482,1.5360983102918586
20160509,63600,64300,63000,63000,220329,-4.689863842662632
20160510,62600,63700,62500,63300,135002,0.4761904761904762
20160511,63500,64500,62900,63800,132325,0.7898894154818324
20160512,63500,63900,63000,63200,69620,-0.9404388714733543
20160513,63000,64300,62800,63200,98272,0.0
20160516,63100,66200,62800,65400,337035,3.481012658227848
20160517,66000,66100,64300,64800,195605,-0.9174311926605505
20160518,68400,68400,64400,64600,547637,-0.30864197530864196
20160519,64200,65800,64200,64800,189260,0.30959752321981426
20160520,64900,65300,64200,64900,158477,0.15432098765432098
20160523,64500,65700,64400,64700,174877,-0.30816640986132515
20160524,66400,66500,65000,65000,262801,0.46367851622874806
20160525,65100,66000,64900,65800,156001,1.2307692307692308
20160526,64300,64900,63100,64000,206945,-2.735562310030395
20160527,63600,64700,63100,63900,131485,-0.15625
20160530,63700,63800,61400,62400,203191,-2.3474178403755865
20160531,61800,62000,60700,61200,178218,-1.9230769230769231
20160601,60600,61000,59200,59600,232048,-2.6143790849673203
20160602,59300,60000,58900,58900,110536,-1.174496644295302
20160603,59000,59500,58600,58900,86852,0.0
20160607,58800,59900,58300,59400,74609,0.8488964346349746
20160608,59700,60200,59200,59400,61754,0.0
20160609,59300,59700,57600,58400,139332,-1.6835016835016834
20160610,57800,58000,56600,57200,126649,-2.054794520547945
20160613,56000,56200,54900,55200,139162,-3.4965034965034967
20160614,55200,56300,55200,55900,73392,1.2681159420289856
20160615,55800,56100,54200,55200,117790,-1.2522361359570662
20160616,55100,55500,53500,53900,96833,-2.355072463768116
20160617,53800,54300,52500,53900,146941,0.0
20160620,53500,54000,52900,53300,90508,-1.1131725417439702
20160621,53500,53700,53000,53200,72508,-0.18761726078799248
20160622,53200,53900,52900,53300,77320,0.18796992481203006
20160623,53100,53200,51100,51200,127854,-3.9399624765478425
20160624,51100,51800,47200,47600,314698,-7.03125
20160627,46000,49700,46000,49600,169650,4.201680672268908
20160628,49450,51100,48900,50500,114209,1.8145161290322582
20160629,49850,51300,47600,51100,149444,1.188118811881188
20160630,50800,51500,50400,50800,71274,-0.5870841487279843
20160701,51100,52600,50800,52000,103177,2.3622047244094486
20160704,52500,52700,51800,51900,65908,-0.19230769230769232
20160705,51700,52400,51700,52000,37136,0.1926782273603083
20160706,52300,54300,51300,52000,130012,0.0
20160707,52900,52900,52000,52000,39482,0.0
20160708,52100,52700,51800,52000,48627,0.0
20160711,52000,52500,51600,52100,51025,0.19230769230769232
20160712,53700,53800,52300,52600,83174,0.9596928982725527
20160713,52800,52900,52300,52600,39202,0.0
20160714,52700,52800,52500,52700,38308,0.19011406844106463
20160715,52700,53900,52600,53600,63881,1.7077798861480076
20160718,53800,54700,53400,53900,63809,0.5597014925373134
20160719,54100,54200,53500,53800,35412,-0.1855287569573284
20160720,53800,54100,53300,53900,35569,0.18587360594795538
20160721,54100,54200,53300,53400,50546,-0.927643784786642
20160722,53300,53700,53000,53500,38755,0.18726591760299627
20160725,53400,55000,53400,54800,103888,2.4299065420560746
20160726,55200,55400,54600,54700,55351,-0.18248175182481752
20160727,55000,55400,54500,55400,49780,1.2797074954296161
20160728,55600,56300,55300,56000,80756,1.083032490974729
20160729,56000,56100,55200,56100,45455,0.17857142857142858
20160801,56300,56500,55800,56200,56003,0.17825311942959002
20160802,56200,58300,56100,57300,114511,1.9572953736654803
20160803,57200,57600,56700,57400,46497,0.17452006980802792
20160804,56600,57900,56600,56800,53113,-1.0452961672473868
20160805,57000,57200,56300,57100,43801,0.528169014084507
20160808,57300,57300,56800,56800,34954,-0.5253940455341506
20160809,56200,57300,56200,57100,41666,0.528169014084507
20160810,56900,57200,56700,56800,39802,-0.5253940455341506
20160811,57100,57400,56500,57000,42277,0.35211267605633806
20160812,56900,57500,56800,57400,38781,0.7017543859649122
20160816,57600,58100,57500,57900,39831,0.8710801393728222
20160817,57500,57900,57200,57800,40563,-0.17271157167530224
20160818,57800,57800,57300,57400,31705,-0.6920415224913495
20160819,57200,57600,56500,56600,65329,-1.3937282229965158
20160822,57000,57300,56300,56400,46671,-0.35335689045936397
20160823,56100,56800,55600,55800,56376,-1.0638297872340425
20160824,55600,56000,54500,55100,77313,-1.2544802867383513
20160825,55100,55600,54800,55400,30998,0.5444646098003629
20160826,55300,55700,53700,54000,84348,-2.527075812274368
20160829,58700,67500,58600,63000,3367709,16.666666666666664
20160830,64500,65200,60300,61700,860113,-2.0634920634920633
20160831,61700,63000,61100,61700,366760,0.0
20160901,61300,63400,61200,62500,262483,1.2965964343598055
20160902,62100,64500,62100,64500,211365,3.2
20160905,64900,65400,64000,64300,163704,-0.31007751937984496
20160906,64300,64300,62700,62900,132046,-2.177293934681182
20160907,63300,66600,63200,65400,400169,3.97456279809221
20160908,65700,66600,61700,63400,403419,-3.058103975535168
20160909,63700,65000,62300,62600,223486,-1.2618296529968454
20160912,61400,64000,61400,62600,168587,0.0
20160913,63100,64100,62500,63400,131903,1.2779552715654952
20160919,63100,64500,62900,64000,159618,0.9463722397476341
20160920,65900,69200,64700,64800,698684,1.25
20160921,65000,66500,64700,66500,213093,2.6234567901234565
20160922,67000,67200,65600,65600,156331,-1.3533834586466165
20160923,65300,66200,64900,65300,97117,-0.45731707317073167
20160926,64500,64800,63500,63600,113398,-2.6033690658499236
20160927,63100,64600,63000,63600,90844,0.0
20160928,63500,64300,63200,63500,80516,-0.15723270440251574
20160929,63400,63800,63000,63100,63104,-0.6299212598425197
20160930,63000,63100,62000,62300,90541,-1.2678288431061806
20161004,62300,62700,61900,62000,46089,-0.4815409309791332
20161005,62000,62300,61700,61700,58593,-0.4838709677419355
20161006,62100,62800,61900,62300,50762,0.9724473257698543
20161007,62600,64000,61900,62100,92722,-0.32102728731942215
20161010,62200,62400,61100,61200,49206,-1.4492753623188406
20161011,61200,61900,60300,60300,57270,-1.4705882352941175
20161012,60300,60800,59800,60800,61819,0.8291873963515755
20161013,60800,62800,60800,60900,72301,0.1644736842105263
20161014,61400,62500,61000,62300,62323,2.2988505747126435
20161017,64700,65300,62600,62600,159748,0.4815409309791332
20161018,62800,63800,62700,63500,64389,1.4376996805111821
20161019,64000,64400,63400,63600,63185,0.15748031496062992
20161020,63800,64000,61800,62300,96086,-2.044025157232704
20161021,64500,65300,63300,63800,317076,2.4077046548956664
20161024,64200,64800,62300,62700,119218,-1.7241379310344827
20161025,63200,64300,61800,63100,151289,0.6379585326953748
20161026,64800,67800,64100,67000,910936,6.180665610142631
20161027,66600,66700,65300,65300,241881,-2.5373134328358207
20161028,66200,66700,65100,66200,226980,1.3782542113323124
20161031,64800,65800,64000,64400,158309,-2.719033232628399
20161101,64100,65400,63300,63500,99917,-1.3975155279503106
20161102,63600,65900,60600,62000,318538,-2.3622047244094486
20161103,61600,62700,61000,61800,143386,-0.3225806451612903
20161104,62000,62000,60600,61200,98556,-0.9708737864077669
20161107,61400,63100,61400,63100,122491,3.104575163398693
20161108,63500,63600,62300,62500,68500,-0.9508716323296356
20161109,62900,63200,58200,59900,300596,-4.16
20161110,61400,62200,60800,62100,118298,3.672787979966611
20161111,61800,63700,61400,63200,175513,1.7713365539452495
20161114,63900,65000,63500,64500,197653,2.0569620253164556
20161115,65000,66600,63500,63700,220640,-1.2403100775193798
20161116,63600,64800,63300,64000,101820,0.47095761381475665
20161117,65100,65300,64100,65300,126771,2.03125
20161118,65400,65500,63900,64500,93178,-1.2251148545176112
20161121,63900,64900,62700,64600,108174,0.15503875968992248
20161122,64200,65600,64100,64400,104234,-0.30959752321981426
20161123,64100,65100,63800,63800,108827,-0.9316770186335404
20161124,63500,64100,62300,62400,102744,-2.19435736677116
20161125,62400,63300,62400,63300,64894,1.4423076923076923
20161128,63600,65900,63500,64900,216943,2.527646129541864
20161129,64600,66300,63700,64800,243865,-0.15408320493066258
20161130,64800,65100,63200,63200,118305,-2.4691358024691357
20161201,62500,62800,59900,61300,208951,-3.0063291139240507
20161202,60500,61500,60200,60700,81599,-0.9787928221859705
20161205,60100,60700,56700,56800,246957,-6.425041186161449
20161206,57500,58400,57000,58000,85462,2.112676056338028
20161207,58000,58500,55600,55900,106256,-3.620689655172414
20161208,55500,57400,55500,57100,98283,2.146690518783542
20161209,57300,59700,56000,59600,142940,4.378283712784588
20161212,59700,59800,58400,59400,78240,-0.33557046979865773
20161213,59100,59600,58700,58900,55969,-0.8417508417508417
20161214,59200,61000,59200,60000,106598,1.8675721561969438
20161215,60100,60500,59200,60100,54171,0.16666666666666669
20161216,60000,60300,59300,59300,59771,-1.3311148086522462
20161219,58800,59300,58400,58700,46769,-1.0118043844856661
20161220,58900,59800,58800,58900,37134,0.34071550255536626
20161221,59200,59400,58800,58800,39378,-0.1697792869269949
20161222,58800,59100,58100,58100,39234,-1.1904761904761905
20161223,58000,58800,58000,58200,45527,0.17211703958691912
20161226,58400,58700,57600,57600,44968,-1.0309278350515463
20161227,57600,57900,56700,56900,51782,-1.215277777777778
20161228,57000,57500,56300,57500,35482,1.054481546572935
20161229,57500,58400,57100,57800,35799,0.5217391304347827
20170102,55500,55800,53500,53900,191266,-6.747404844290658
20170103,54400,54900,53500,54700,85309,1.4842300556586272
20170104,54400,55500,54400,55500,57375,1.4625228519195612
20170105,56500,56500,55500,55900,55573,0.7207207207207207
20170106,56000,56200,55100,56000,42090,0.17889087656529518
20170109,56300,56500,55600,55700,42398,-0.5357142857142857
20170110,55700,55800,55000,55000,38163,-1.2567324955116697
20170111,55100,55600,54500,55200,60361,0.36363636363636365
20170112,55500,59800,55500,57300,197076,3.804347826086957
20170113,56900,57400,56400,56800,49116,-0.8726003490401396
20170116,57500,57900,56200,56400,52099,-0.7042253521126761
20170117,56400,58100,56400,57800,83387,2.4822695035460995
20170118,58100,58400,57500,58100,51890,0.5190311418685121
20170119,58300,59200,58200,58600,70007,0.8605851979345954
20170120,58900,60100,58600,60100,120146,2.5597269624573378
20170123,60600,61100,59100,59100,102721,-1.6638935108153077
20170124,58600,59400,58400,58800,54510,-0.5076142131979695
20170125,59800,60800,58800,60500,111087,2.891156462585034
20170126,60900,61700,60200,61700,125555,1.9834710743801653
20170131,62600,62900,61700,62400,102706,1.1345218800648298
20170201,62000,62800,61000,62500,137224,0.16025641025641024
20170202,67800,68700,64400,65800,666256,5.28
20170203,64600,66700,64000,66200,290096,0.60790273556231
20170206,65800,66400,65000,65200,157166,-1.5105740181268883
20170207,64400,65700,63600,64200,207060,-1.5337423312883436
20170208,64300,64800,63000,63100,115064,-1.7133956386292832
20170209,63100,64100,63000,63200,76465,0.15847860538827258
20170210,63300,63800,61500,61800,109883,-2.2151898734177213
20170213,62000,62300,60700,61600,81558,-0.3236245954692557
20170214,61600,62500,61600,62200,46579,0.974025974025974
20170215,62200,62600,61600,62400,54878,0.3215434083601286
20170216,62800,64100,62700,63300,113839,1.4423076923076923
20170217,63900,63900,62800,63800,64904,0.7898894154818324
20170220,63800,63900,62700,62800,51388,-1.5673981191222568
20170221,62800,63500,62600,63300,50804,0.7961783439490446
20170222,63100,64000,62900,64000,49188,1.1058451816745656
20170223,64200,66300,63700,65100,252551,1.7187500000000002
20170224,65800,66200,64700,65700,125697,0.9216589861751152
20170227,66900,67200,65300,65400,147779,-0.45662100456621
20170228,65100,65600,64400,64900,59079,-0.764525993883792
20170302,64400,65600,64400,65000,66139,0.15408320493066258
20170303,64800,65600,64300,65100,57195,0.15384615384615385
20170306,65300,65700,65000,65400,59179,0.4608294930875576
20170307,65700,66100,65200,65700,63618,0.45871559633027525
20170308,65900,67000,65700,66800,134558,1.67427701674277
20170309,67300,67400,66500,67000,125210,0.29940119760479045
20170310,67500,68500,60800,66300,391258,-1.0447761194029852
20170313,67600,68300,67000,67900,276684,2.413273001508296
20170314,67800,67900,67000,67000,99315,-1.3254786450662739
20170315,67100,73800,67000,71800,921393,7.164179104477612
20170316,73300,78000,72600,76900,1200815,7.103064066852367
20170317,78000,79800,77300,79100,755614,2.860858257477243
20170320,80700,86800,80300,86100,929469,8.849557522123893
20170321,89900,94200,88500,94200,1302364,9.40766550522648
20170322,94500,95600,89000,93800,1291832,-0.42462845010615713
20170323,95500,116700,94600,106600,3230163,13.646055437100213
20170324,111400,119100,110100,116000,2301325,8.818011257035648
20170327,125000,138000,123000,138000,2840749,18.96551724137931
20170328,129400,138500,119800,123500,756901,-10.507246376811594
20170329,125700,128400,114600,128200,595071,3.8056680161943324
20170330,132000,137500,126400,137500,548706,7.254290171606864
20170331,143700,149000,140000,147300,1525242,7.127272727272728
20170403,142200,148000,131700,145200,1349082,-1.4256619144602851
20170404,143500,144500,104500,108000,1924879,-25.6198347107438
20170405,107700,135000,107600,129900,3117180,20.27777777777778
20170406,139300,142000,125000,131900,2143001,1.539645881447267
20170407,131900,132500,127500,130700,654558,-0.9097801364670205
20170410,138500,139700,124700,130000,1128364,-0.5355776587605203
20170411,125600,129500,115700,122900,1135900,-5.461538461538462
20170412,119300,120000,109200,111700,912830,-9.113100081366966
20170413,110600,111700,96200,102800,1918636,-7.967770814682185
20170414,99000,99700,92600,92600,1218326,-9.922178988326849
20170417,92000,109100,89400,108300,2692292,16.954643628509718
20170418,115300,117700,100500,104400,2369895,-3.6011080332409975
20170419,102500,109400,100800,104400,977578,0.0
20170420,108200,108900,102100,102100,625529,-2.203065134099617
20170421,100300,100900,90100,91600,1453482,-10.28403525954946
20170424,83500,84800,76100,79600,1992094,-13.100436681222707
20170425,84200,89100,81000,81700,1725414,2.638190954773869
20170426,81800,83300,77200,80100,1028436,-1.9583843329253363
20170427,79200,79600,74200,74200,942546,-7.365792759051186
20170428,76700,78400,71000,72500,1261747,-2.2911051212938007
20170502,67800,68200,60200,60200,1335558,-16.96551724137931
20170504,59400,61800,58400,59900,943295,-0.4983388704318937
20170508,61700,62100,57600,58700,1044557,-2.003338898163606
20170510,57700,59800,56900,57800,1005648,-1.5332197614991483
20170511,58500,58800,57000,57600,376843,-0.34602076124567477
20170512,57600,58000,56100,56200,368516,-2.430555555555556
20170515,61600,63000,57600,57600,1343030,2.491103202846975
20170516,58400,58700,57200,57500,345479,-0.1736111111111111
20170517,58000,58200,56200,56300,328426,-2.086956521739131
20170518,55700,56400,55100,55600,230068,-1.2433392539964476
20170519,55600,57000,55600,56400,198165,1.4388489208633095
20170522,56700,58000,56600,57200,214230,1.4184397163120568
20170523,57700,57700,56500,57000,149709,-0.34965034965034963
20170524,57800,57800,56700,57000,140570,0.0
20170525,57000,57100,56200,56300,157222,-1.2280701754385965
20170526,56900,56900,55700,56600,150997,0.5328596802841918
20170529,56900,56900,56000,56100,120974,-0.88339222614841
20170530,56100,57000,55800,57000,151844,1.6042780748663104
20170531,57200,57200,56200,56500,96464,-0.8771929824561403
20170601,56800,57000,56400,56600,96912,0.17699115044247787
20170602,56500,56700,56100,56300,109839,-0.5300353356890459
20170605,56500,56500,55700,56000,109249,-0.5328596802841918
20170607,56200,56200,55600,55700,99198,-0.5357142857142857
20170608,56000,56000,55500,55700,82457,0.0
20170609,55700,56400,55500,56100,105329,0.718132854578097
20170612,56200,56300,55500,55500,98145,-1.06951871657754
20170613,55400,55700,55100,55700,92265,0.36036036036036034
20170614,55700,55800,55200,55200,81495,-0.8976660682226212
20170615,55200,55300,54400,54400,117476,-1.4492753623188406
20170616,54700,56300,54500,56300,209429,3.4926470588235294
20170619,56400,56500,55000,55200,135035,-1.9538188277087036
20170620,55600,55600,54500,54500,103133,-1.2681159420289856
20170621,54300,54500,53200,53300,151393,-2.2018348623853212
20170622,53500,53600,53000,53100,76652,-0.37523452157598497
20170623,53300,54200,53200,54000,80499,1.694915254237288
20170626,54000,54000,53000,53100,87838,-1.6666666666666667
20170627,53500,53800,52900,53200,106329,0.18832391713747645
20170628,52600,53000,50900,51300,241993,-3.571428571428571
20170629,51800,51800,50200,50700,123531,-1.1695906432748537
20170630,49900,50800,49900,50200,108920,-0.9861932938856016
20170703,49450,50700,49450,50400,95763,0.398406374501992
20170704,50200,50600,49900,50100,56552,-0.5952380952380952
20170705,49950,51300,49950,51100,81506,1.996007984031936
20170706,51100,51600,50800,51600,50444,0.9784735812133072
20170707,51600,51800,51200,51600,53674,0.0
20170710,51200,51400,50300,50600,55387,-1.937984496124031
20170711,50600,50800,50000,50400,47428,-0.3952569169960474
20170712,50400,50800,49500,50600,71072,0.3968253968253968
20170713,50300,50800,49950,50100,47740,-0.9881422924901186
20170714,50500,50600,50100,50400,45599,0.5988023952095809
20170717,50500,51600,50400,51200,72604,1.5873015873015872
20170718,51800,51900,51300,51800,66857,1.171875
20170719,51900,53200,51700,53100,129720,2.5096525096525095
20170720,53500,55200,53300,55100,298394,3.766478342749529
20170721,55700,55800,53600,53600,222304,-2.722323049001815
20170724,54100,54200,52100,52200,141854,-2.6119402985074625
20170725,52600,53000,52200,52300,44135,0.19157088122605362
20170726,52300,52600,51400,51600,73874,-1.338432122370937
20170727,51800,51900,51000,51800,49425,0.3875968992248062
20170728,51500,51900,50700,51000,88109,-1.5444015444015444
20170731,50900,52300,50600,52300,74918,2.549019607843137
20170801,52200,52300,51400,51700,49988,-1.147227533460803
20170802,52200,53800,52200,53500,184125,3.481624758220503
20170803,54000,54800,51700,52700,385647,-1.4953271028037385
20170804,53400,53700,51700,51900,132701,-1.5180265654648957
20170807,51500,52400,51300,51800,50693,-0.1926782273603083
20170808,51700,52400,51700,52000,51092,0.3861003861003861
20170809,51800,52300,50800,50800,107477,-2.307692307692308
20170810,50700,51300,50300,51200,63267,0.7874015748031495
20170811,50200,50800,49900,50100,95706,-2.1484375
20170814,49850,50500,49850,50100,46660,0.0
20170816,50400,52400,50100,51500,88616,2.7944111776447107
20170817,51500,52000,50000,51500,48230,0.0
20170818,51000,51600,51000,51400,37241,-0.1941747572815534
20170821,51900,53500,51800,53200,167616,3.501945525291829
20170822,53700,53800,52600,52800,79324,-0.7518796992481203
20170823,52800,53100,52400,53100,49926,0.5681818181818182
20170824,52900,53200,52600,52900,52984,-0.3766478342749529
20170825,53000,53900,53000,53200,89882,0.5671077504725899
20170828,54100,54400,52300,52300,170256,-1.6917293233082706
20170829,52300,52300,51300,51800,77867,-0.9560229445506693
20170830,51800,52300,51300,52000,36778,0.3861003861003861
20170831,51800,52200,51700,51800,25067,-0.38461538461538464
20170901,51700,51700,51200,51500,46741,-0.5791505791505791
20170904,50200,50900,50000,50500,74016,-1.9417475728155338
20170905,50500,51000,50400,51000,40798,0.9900990099009901
20170906,50800,51000,50200,50400,55657,-1.1764705882352942
20170907,50400,51100,50300,50700,30538,0.5952380952380952
20170908,50500,50800,50200,50400,37102,-0.591715976331361
20170911,50300,50500,49750,49800,138704,-1.1904761904761905
20170912,49800,50100,49650,49950,65834,0.30120481927710846
20170913,49750,50000,48750,48950,138066,-2.002002002002002
20170914,48550,48900,47400,47450,233633,-3.0643513789581207
20170915,46850,47000,45050,45450,532925,-4.214963119072708
20170918,45550,46250,45550,45900,105263,0.9900990099009901
20170919,46000,46250,45650,45900,95140,0.0
20170920,45900,46350,45650,46000,59491,0.2178649237472767
20170921,46150,46400,45850,46050,69023,0.10869565217391304
20170922,45600,45800,45100,45100,90609,-2.0629750271444083
20170925,44500,45100,44250,44250,57516,-1.8847006651884701
20170926,43200,45500,43200,45500,61524,2.824858757062147
20170927,45200,45900,45150,45350,29144,-0.32967032967032966
20170928,45750,46550,45450,46150,66271,1.7640573318632855
20170929,45950,46350,45650,46300,33769,0.3250270855904659
20171010,46400,46900,45750,46150,47865,-0.32397408207343414
20171011,46350,46850,46200,46650,45641,1.0834236186348862
20171012,46700,47550,46650,47350,62736,1.5005359056806002
20171013,47350,47350,46200,46600,62770,-1.583949313621964
20171016,46500,46700,46300,46700,33411,0.2145922746781116
20171017,46800,47150,46700,46950,52180,0.5353319057815845
20171018,47000,49000,46300,47700,162728,1.5974440894568689
20171019,48500,48900,47400,48700,90852,2.0964360587002098
20171020,49250,52300,48900,51600,521807,5.95482546201232
20171023,51100,52200,50200,50200,159504,-2.7131782945736433
20171024,49850,49850,48900,49350,88051,-1.693227091633466
20171025,49350,50300,49350,49950,56980,1.21580547112462
20171026,50000,50400,48850,48850,64478,-2.2022022022022023
20171027,48900,49650,48850,49300,39896,0.9211873080859775
20171030,49550,50500,49400,50100,75809,1.6227180527383367
20171031,50300,50400,49700,50000,41902,-0.19960079840319359
20171101,50200,50300,49400,49450,46648,-1.0999999999999999
20171102,49850,49850,49400,49500,35690,0.10111223458038424
20171103,49500,50400,49450,50200,55436,1.4141414141414141
20171106,50000,50600,49650,49850,47772,-0.697211155378486
20171107,49850,49850,49200,49450,48403,-0.802407221664995
20171108,49500,49700,49250,49400,41742,-0.10111223458038424
20171109,49500,49800,49150,49500,42122,0.20242914979757085
20171110,49500,49800,49300,49500,41993,0.0
20171113,49550,49700,48550,49250,68614,-0.5050505050505051
20171114,49250,51000,49100,50900,152345,3.3502538071065993
20171115,50900,52100,50400,51500,192969,1.1787819253438114
20171116,51700,52500,50600,51600,122612,0.1941747572815534
20171117,51900,52000,50900,51500,72913,-0.1937984496124031
20171120,51600,52400,51300,51800,70639,0.5825242718446602
20171121,51900,52100,50600,50900,87770,-1.7374517374517375
20171122,50400,50800,49950,50800,79196,-0.19646365422396855
20171123,50500,51700,50500,51500,68407,1.3779527559055118
20171124,51600,51700,50500,51300,46987,-0.3883495145631068
20171127,51500,52000,51000,51400,59009,0.1949317738791423
20171128,51800,51800,50700,50700,60429,-1.3618677042801557
20171129,50600,51200,50000,50300,64225,-0.7889546351084813
20171130,50200,50700,50200,50200,34947,-0.19880715705765406
20171201,50600,51400,50000,51200,64727,1.9920318725099602
20171204,51200,51400,50400,50700,44024,-0.9765625
20171205,50600,52400,50300,52200,216605,2.9585798816568047
20171206,52500,52600,50700,50700,124390,-2.8735632183908044
20171207,51000,51900,50500,51600,110513,1.7751479289940828
20171208,52000,52100,50600,51000,106890,-1.1627906976744187
20171211,50600,50700,49750,50700,88710,-0.5882352941176471
20171212,50800,51400,50300,50600,58644,-0.19723865877712032
20171213,50600,52000,50500,51800,142317,2.371541501976284
20171214,51900,52500,51500,51600,181649,-0.3861003861003861
20171215,52200,54300,51800,52800,316259,2.3255813953488373
20171218,53500,57200,53100,56700,591469,7.386363636363637
20171219,57300,58300,55400,55700,359832,-1.763668430335097
20171220,56700,58300,52000,52700,513583,-5.385996409335727
20171221,52700,54100,52500,53300,174034,1.1385199240986716
20171222,53700,53800,51800,51900,138766,-2.6266416510318953
20171226,51700,51800,50600,51700,151332,-0.3853564547206166
20171227,51300,52900,50400,52900,116484,2.321083172147002
20171228,53300,54800,53200,53700,185439,1.5122873345935728
20180102,54200,54300,52700,53300,146558,-0.74487895716946
20180103,53500,53500,52600,53200,131521,-0.18761726078799248
20180104,53200,54400,52700,52900,141197,-0.5639097744360901
20180105,53000,53600,52700,52800,96543,-0.1890359168241966
20180108,52800,52900,51900,52100,113647,-1.3257575757575757
20180109,52000,52300,51500,51600,91625,-0.9596928982725527
20180110,51900,54200,51100,54200,189691,5.038759689922481
20180111,54600,54900,53300,53900,209832,-0.5535055350553505
20180112,53600,53700,52100,53200,151182,-1.2987012987012987
20180115,53100,55200,52500,54000,271999,1.5037593984962405
20180116,54300,55000,53900,54800,134821,1.4814814814814816
20180117,54100,54900,53900,54900,128563,0.18248175182481752
20180118,55000,58200,54900,57900,708992,5.46448087431694
20180119,58800,59000,55500,56200,478462,-2.936096718480138
20180122,56300,57100,55500,56500,152565,0.5338078291814947
20180123,57000,57300,56200,57200,143013,1.238938053097345
20180124,57600,57600,56500,56600,101166,-1.048951048951049
20180125,56600,57100,56200,57000,77875,0.7067137809187279
20180126,57100,57600,56600,57500,95746,0.8771929824561403
20180129,58500,59900,57700,58300,320741,1.391304347826087
20180130,58300,58500,57100,57600,116940,-1.2006861063464835
20180131,57000,57500,55500,56000,190720,-2.7777777777777777
20180201,56300,58200,56000,57700,144205,3.0357142857142856
20180202,58600,58700,56600,57700,140266,0.0
20180205,56700,57600,56000,56000,114373,-2.946273830155979
20180206,53700,55200,53200,54900,191166,-1.9642857142857142
20180207,55500,56000,53500,53500,131707,-2.5500910746812386
20180208,54400,56200,54200,56200,160684,5.046728971962617
20180209,54800,55900,54300,55800,115325,-0.7117437722419928
20180212,55900,56500,55100,55100,82989,-1.2544802867383513
20180213,55800,56800,55200,55500,164837,0.7259528130671506
20180214,56100,57700,55300,57600,191863,3.783783783783784
20180219,58700,63000,57900,63000,618562,9.375
20180220,62700,81700,62300,79100,5013638,25.555555555555554
20180221,76500,81300,74600,76900,2994242,-2.781289506953224
20180222,78800,80400,76400,77500,1292638,0.7802340702210664
20180223,76700,79100,75100,75700,629476,-2.3225806451612905
20180226,78600,79500,75100,76200,634653,0.6605019815059445
20180227,75400,76200,71000,73200,676711,-3.937007874015748
20180228,72900,76000,71800,73800,660755,0.819672131147541
20180302,74500,77500,73000,77500,690913,5.013550135501355
20180305,78000,78800,75500,77100,468428,-0.5161290322580645
20180306,80400,84200,77900,78400,2109638,1.6861219195849546
20180307,77000,78300,75400,75600,547792,-3.571428571428571
20180308,76900,78400,76400,77700,482693,2.7777777777777777
20180309,76600,81100,76600,80700,688825,3.861003861003861
20180312,79600,79700,77700,78400,484146,-2.8500619578686495
20180313,77900,78000,75500,76000,402715,-3.061224489795918
20180314,75800,79000,75700,77300,419817,1.710526315789474
20180315,78300,79200,76500,78300,314583,1.29366106080207
20180316,78900,83100,77300,82000,1020375,4.725415070242656
20180319,79500,80400,76900,77600,644717,-5.365853658536586
20180320,78300,80100,77600,78600,319384,1.2886597938144329
20180321,78200,78900,76000,76300,324667,-2.926208651399491
20180322,75400,76500,72700,75300,451563,-1.310615989515072
20180323,73500,76400,71700,72000,257390,-4.382470119521913
20180326,71900,75300,71700,75300,226817,4.583333333333333
20180327,75900,75900,74300,74700,142783,-0.796812749003984
20180328,74500,79400,74100,74800,806651,0.13386880856760375
20180329,77900,87900,76500,84900,2233461,13.502673796791445
20180330,87700,88900,83600,85400,1193393,0.5889281507656066
20180402,87100,88200,78500,80600,1068098,-5.620608899297424
20180403,79100,82600,78500,81000,531135,0.49627791563275436
20180404,81200,81200,74300,75000,796304,-7.4074074074074066
20180405,75500,77200,72400,73300,375529,-2.2666666666666666
20180406,74000,74300,72200,72500,222783,-1.0914051841746248
